id,supplier_id,invoice_id,prod_id,product_name,quantity,discount,total_amount,account_id,account_name,account_address,user_id,user_name,employee_name,city,region,area,area_id,creation_date,created_at,branch_code,Global_Account_ID
48825171,59,57058,26,تيراميسين مرهم للعين س ج,5,11.0,124.6,1095,صيدليه الشافي الهرم ن,13 شارع سهل حمزه محطه الكوم الاخضر امام كازيون,137,اسماء رجب,اسماء رجب,الجيزة,القاهرة الكبرى,الكوم الأخضر,47.0,2025-08-29 11:30:44,2026-05-19 16:35:21,070,GLB_0118
48825485,59,57106,26,تيراميسين مرهم للعين س ج,1,11.0,24.92,7302,صيدليه فاطمه الزهراء الوراق,شارع التل,137,اسماء رجب,اسماء رجب,الجيزة,القاهرة الكبرى,الوراق,64.0,2025-08-29 21:04:26,2026-05-19 16:35:21,004,GLB_0010
48825829,59,57138,26,تيراميسين مرهم للعين س ج,1,14.0,24.08,7347,صيدليه محمد خليل 2 فيصل,8ش الجامع الكبير متفرع من شارع لاشين المريوطيه فيصل,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,المريوطية,49.0,2025-08-29 02:46:11,2026-05-19 16:35:21,001,GLB_0092
48825957,59,57151,26,تيراميسين مرهم للعين س ج,3,13.0,73.08,4903,صيدليه زينب الرفاعي الكونيسه,شارع داير الناحيه كونيسه امام مدرسه صفيه زغلول امتداد عبد الله كامل,157,CLUSTER,كلاستر,الجيزة,القاهرة الكبرى,الكنيسة,46.0,2025-08-30 06:22:52,2026-05-19 16:35:21,070,GLB_0206
48826712,59,57261,26,تيراميسين مرهم للعين س ج,1,11.0,24.92,5288,صيدليه الشربيني المنصوريه,الجمعيه الزراعيه المنصوريه,76,غاده,غاده,الجيزة,القاهرة الكبرى,المنصورية,58.0,2025-08-30 12:52:26,2026-05-19 16:35:23,005,GLB_0190
48834984,59,58463,26,تيراميسين مرهم للعين س ج,5,11.0,124.6,4811,صيدليه محمد الوراق ش التل,شارع التل,137,اسماء رجب,اسماء رجب,الجيزة,القاهرة الكبرى,الوراق,64.0,2025-09-04 20:14:31,2026-05-19 16:35:53,004,GLB_0030
48835928,59,58574,26,تيراميسين مرهم للعين س ج,3,13.0,73.08,1884,صيدليه محمود مصطفي بولاق,شارع جمال عبد الناصر مدينه النجوم بولاق الدكرور,157,CLUSTER,صباح وحيد,الجيزة,القاهرة الكبرى,بولاق الدكرور,74.0,2025-09-05 12:28:24,2026-05-19 16:35:55,009,GLB_0207
48836931,59,58699,26,تيراميسين مرهم للعين س ج,3,14.0,72.24,3894,صيدليه عمر ياسر المهندسين,9 شارع عبدالفتاح جوهر ميت عقبه المهندسين,162,اوميت,اوميت,الجيزة,القاهرة الكبرى,المهندسين,62.0,2025-09-06 09:38:21,2026-05-19 16:36:06,003,GLB_0208
48837032,59,58712,26,تيراميسين مرهم للعين س ج,5,13.0,121.8,1169,صيدليه علي لطفي,شارع داير الناحيه متفرع من شارع الجزار امام منزل الحاج كامل الحصر المعتمديه,137,اسماء رجب,اسماء رجب,الجيزة,القاهرة الكبرى,المعتمدية,52.0,2025-09-06 09:54:41,2026-05-19 16:36:06,009,GLB_0209
48837307,59,58744,26,تيراميسين مرهم للعين س ج,5,13.0,121.8,4040,صيدليه امنيه شعبان حدائق,425ط البوابه الثانيه القديمه تقاطع مدخل خير زمان,153,اسلام محمد,عائشة,القاهرة,القاهرة الكبرى,الحدائق,19.0,2025-09-06 10:52:38,2026-05-19 16:36:07,002,GLB_0020
48837493,59,58776,26,تيراميسين مرهم للعين س ج,3,14.0,72.24,3960,صيدليه الفضيله فيصل,55 شارع فيصل محطه الوفاء والامل انام التوحيد والنور,161,مريم محمد,مريم محمد,الجيزة,القاهرة الكبرى,فيصل,99.0,2025-09-06 11:46:21,2026-05-19 16:36:08,002,GLB_0210
48837494,59,58777,26,تيراميسين مرهم للعين س ج,2,14.0,48.16,3960,صيدليه الفضيله فيصل,55 شارع فيصل محطه الوفاء والامل انام التوحيد والنور,161,مريم محمد,مريم محمد,الجيزة,القاهرة الكبرى,فيصل,99.0,2025-09-06 11:53:02,2026-05-19 16:36:08,002,GLB_0210
48837830,59,58822,26,تيراميسين مرهم للعين س ج,3,14.0,72.24,3453,صيدليه ياسر محمد ناهيا,شارع احمد الحنفي امام مستشفي ناهيا,161,مريم محمد,مريم محمد,الجيزة,القاهرة الكبرى,ناهيا,119.0,2025-09-06 14:26:30,2026-05-19 16:36:08,009,GLB_0179
48838334,59,58902,26,تيراميسين مرهم للعين س ج,2,13.0,48.72,3258,صيدليه محمد يوسف الكفر س,شارع جمال عبد الناصر برك الخيام,76,غاده,غاده,الجيزة,القاهرة الكبرى,برك الخيام,68.0,2025-09-06 23:05:42,2026-05-19 16:36:09,009,GLB_0130
48838397,59,58913,26,تيراميسين مرهم للعين س ج,1,14.0,24.08,379,صيدليه نبيل الحديثه المهندسين,شارع الغريب ميت عقبه المهندسين,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,المهندسين,62.0,2025-09-06 00:29:40,2026-05-19 16:36:09,003,GLB_0063
48838547,59,58930,26,تيراميسين مرهم للعين س ج,3,11.0,74.76,5698,صيدليه مريم فيصل,شارع فيصل,167,انور محمد م,انور محمد م,الجيزة,القاهرة الكبرى,فيصل,99.0,2025-09-06 05:46:39,2026-05-19 16:36:09,001,GLB_0090
48840850,59,59274,26,تيراميسين مرهم للعين س ج,1,13.0,24.36,1318,صيدليه قطب امام الدقي,111ش مصدق الدقي,76,غاده,غاده,الجيزة,القاهرة الكبرى,الدقي,23.0,2025-09-08 14:14:33,2026-05-19 16:36:13,003,GLB_0211
48842727,59,59552,26,تيراميسين مرهم للعين س ج,3,11.0,74.76,5580,صيدليه حازم المقطم,عمارات الصفا الحي الثالث امام مسجدالحافظ شارع مجمع الاديان الهضبه الوسطه 2 3,167,انور محمد م,فريده,القاهرة,القاهرة الكبرى,المقطم,53.0,2025-09-09 13:26:10,2026-05-19 16:36:16,006,GLB_0065
48843254,59,59646,26,تيراميسين مرهم للعين س ج,2,11.0,49.84,7302,صيدليه فاطمه الزهراء الوراق,شارع التل,137,اسماء رجب,اسماء رجب,الجيزة,القاهرة الكبرى,الوراق,64.0,2025-09-09 20:02:08,2026-05-19 16:36:17,004,GLB_0010
48844030,59,59741,26,تيراميسين مرهم للعين س ج,13,11.0,323.96,637,صيدليه مها مديريه امن الجيزه ش,كوبري الجلاء ميدان فيني الدقي,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,الجيزة,17.0,2025-09-10 09:39:37,2026-05-19 16:36:18,003,GLB_0001
48851294,59,60879,26,تيراميسين مرهم للعين س ج,5,11.0,124.6,4551,صيدليه الثقبي الرحاب,تسلم في صيدليه محمد نبيل حدائق الاهرام,76,غاده,غاده,الجيزة,القاهرة الكبرى,حدائق الأهرام,82.0,2025-09-15 10:52:38,2026-05-19 16:36:31,002,GLB_0036
48851522,59,60933,26,تيراميسين مرهم للعين س ج,5,14.0,120.4,3042,صيدليه حبيب فيصل,167 شارع المنشيه الطوابق فيصل,137,اسماء رجب,اسماء رجب,الجيزة,القاهرة الكبرى,المنشية,56.0,2025-09-15 12:43:10,2026-05-19 16:36:31,001,GLB_0212
48852340,59,61056,26,تيراميسين مرهم للعين س ج,2,13.0,48.72,5286,صيدليه كامل الجديده برقاش,برقاش,167,انور محمد م,انور محمد م,الجيزة,القاهرة الكبرى,برقاش,67.0,2025-09-15 00:46:22,2026-05-19 16:36:33,005,GLB_0123
48853281,59,61189,26,تيراميسين مرهم للعين س ج,5,13.0,121.8,4829,صيدليه منال محمود الهرم,26 شارع النوبه ناصيه شارع كراته من شارع عثمان محرم الطالبيه الهرم,154,توريد,توريد,الجيزة,القاهرة الكبرى,الطالبية,34.0,2025-09-16 12:59:47,2026-05-19 16:36:34,070,GLB_0213
48853956,59,61294,26,تيراميسين مرهم للعين س ج,3,13.0,73.08,6151,صيدليه الدكتور البكري حدايق اكتوبر,حدايق اكتوبر,137,اسماء رجب,اسماء رجب,الجيزة,القاهرة الكبرى,أكتوبر,6.0,2025-09-16 00:19:48,2026-05-19 16:36:35,002,GLB_0026
48854393,59,61349,26,تيراميسين مرهم للعين س ج,3,12.0,73.92,5282,صيدليه سعيد جوده ذات الكوم,بجوار مسجد الشاهد منزل عبدالله,76,غاده,غاده,الجيزة,القاهرة الكبرى,ذات الكوم,85.0,2025-09-17 10:09:22,2026-05-19 16:36:36,005,GLB_0133
48855364,59,61505,26,تيراميسين مرهم للعين س ج,2,11.0,49.84,7302,صيدليه فاطمه الزهراء الوراق,شارع التل,137,اسماء رجب,اسماء رجب,الجيزة,القاهرة الكبرى,الوراق,64.0,2025-09-17 02:00:42,2026-05-19 16:36:47,004,GLB_0010
48855653,59,61548,26,تيراميسين مرهم للعين س ج,3,13.0,73.08,4041,صيدليه احمد عبد الرحمن ويل الحدائق,141ط البوابه التانيه القديمه,136,صباح وحيد,عائشة,,,,,2025-09-18 10:06:39,2026-05-19 16:36:47,002,GLB_0064
48855663,59,61550,26,تيراميسين مرهم للعين س ج,3,13.0,73.08,4041,صيدليه احمد عبد الرحمن ويل الحدائق,141ط البوابه التانيه القديمه,136,صباح وحيد,عائشة,,,,,2025-09-18 10:10:33,2026-05-19 16:36:47,002,GLB_0064
48855682,59,61555,26,تيراميسين مرهم للعين س ج,1,13.0,24.36,4041,صيدليه احمد عبد الرحمن ويل الحدائق,141ط البوابه التانيه القديمه,136,صباح وحيد,عائشة,,,,,2025-09-18 10:20:52,2026-05-19 16:36:47,002,GLB_0064
48857065,59,61758,26,تيراميسين مرهم للعين س ج,2,13.0,48.72,670,صيدليه علاء شحاته الدقي ن,10ش ايران بجوار مسرح نجم ميدان الدقي,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,الدقي,23.0,2025-09-19 10:41:07,2026-05-19 16:36:49,003,GLB_0083
48861882,59,62447,26,تيراميسين مرهم للعين س ج,3,12.0,73.92,4365,صيدليه السعدني فيصل,شارع مصرف جلال خلف فندق قاعود بجوار مسجد,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,فيصل,99.0,2025-09-22 13:04:12,2026-05-19 16:36:57,002,GLB_0002
48861996,59,62470,26,تيراميسين مرهم للعين س ج,2,13.0,48.72,4403,صيدليه ريهام عيد الكونيسه,ترسا البلد بجوار المعهد الديني ومركز مكه الطبي الكونيسه,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,الكنيسة,46.0,2025-09-22 14:10:42,2026-05-19 16:36:57,070,GLB_0043
48865033,59,62908,26,تيراميسين مرهم للعين س ج,1,13.0,24.36,3149,صيدليه محمد الشازلي فيصل,13 شارع مدرسه نصار اخر فيصل امام الموقف الجديد ع الناصيه قهوه المندره,170,فريده,فريده,الجيزة,القاهرة الكبرى,فيصل,99.0,2025-09-24 14:11:31,2026-05-19 16:37:12,002,GLB_0076
48865184,59,62931,26,تيراميسين مرهم للعين س ج,4,13.0,97.44,343,صيدليه ركن الصحه الزمالك ف,الدكتور فؤاد الاهواني الزمالك رقم 2,6,نهى الدالى,نهى الدالى,القاهرة,القاهرة الكبرى,الزمالك,25.0,2025-09-24 15:40:16,2026-05-19 16:37:13,003,GLB_0214
48865413,59,62973,26,تيراميسين مرهم للعين س ج,3,11.0,74.76,4551,صيدليه الثقبي الرحاب,تسلم في صيدليه محمد نبيل حدائق الاهرام,76,غاده,غاده,الجيزة,القاهرة الكبرى,حدائق الأهرام,82.0,2025-09-24 23:37:54,2026-05-19 16:37:13,002,GLB_0036
48865707,59,63007,26,تيراميسين مرهم للعين س ج,10,13.0,243.6,5150,صيدليه اسلام ابو,كرداسه شارع البنك بجوار مسجد الشاعر,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,كرداسة,101.0,2025-09-25 07:42:19,2026-05-19 16:37:13,009,GLB_0075
48865896,59,63038,26,تيراميسين مرهم للعين س ج,3,12.0,73.92,5282,صيدليه سعيد جوده ذات الكوم,بجوار مسجد الشاهد منزل عبدالله,76,غاده,غاده,الجيزة,القاهرة الكبرى,ذات الكوم,85.0,2025-09-25 09:28:09,2026-05-19 16:37:13,005,GLB_0133
48866990,59,63193,26,تيراميسين مرهم للعين س ج,5,13.0,121.8,4904,صيدليه الحرم الشريف الكوم الاخضر,11 شارع عبد النعيم الكوم الاخضر هرم,76,غاده,غاده,الجيزة,القاهرة الكبرى,الكوم الأخضر,47.0,2025-09-25 00:02:20,2026-05-19 16:37:23,070,GLB_0215
48869961,59,63598,26,تيراميسين مرهم للعين س ج,10,11.0,249.2,4812,صيدليه جمال الوراق,شارع الكورنيش امام الموقف,137,اسماء رجب,اسماء رجب,الجيزة,القاهرة الكبرى,الوراق,64.0,2025-09-28 07:49:19,2026-05-19 16:37:28,004,GLB_0110
48869990,59,63602,26,تيراميسين مرهم للعين س ج,1,14.0,24.08,7647,صيدليه الفتح حدائق اكتوبر,مول الفتح بجوار مشروع 266 حدائق اكتوبر,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,حدائق أكتوبر,79.0,2025-09-28 08:02:02,2026-05-19 16:37:28,002,GLB_0032
48870657,59,63705,26,تيراميسين مرهم للعين س ج,1,13.0,24.36,5098,صيدليه الهلال الاخضر الدقي,21 شارع زكي عثمان الدقي بجوار المتحده للسمعيات والاجهزه الطبيه,161,مريم محمد,مريم محمد,الجيزة,القاهرة الكبرى,الدقي,23.0,2025-09-28 13:14:30,2026-05-19 16:37:29,003,GLB_0216
48870812,59,63732,26,تيراميسين مرهم للعين س ج,5,13.0,121.8,4403,صيدليه ريهام عيد الكونيسه,ترسا البلد بجوار المعهد الديني ومركز مكه الطبي الكونيسه,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,الكنيسة,46.0,2025-09-28 14:48:20,2026-05-19 16:37:30,070,GLB_0043
48871109,59,63777,26,تيراميسين مرهم للعين س ج,5,11.0,124.6,5285,صيدليه وليد القرماني برقاش,برقاش شارع الوحده المحليه برقاش,137,اسماء رجب,اسماء رجب,الجيزة,القاهرة الكبرى,برقاش,67.0,2025-09-28 18:39:00,2026-05-19 16:37:30,005,GLB_0145
48871337,59,63805,26,تيراميسين مرهم للعين س ج,20,13.0,487.2,3995,صيدليه السلسبيل امبابه,شارع الامام الغزالي من شارع الاقصر,137,اسماء رجب,اسماء رجب,الجيزة,القاهرة الكبرى,إمبابة,9.0,2025-09-28 00:05:19,2026-05-19 16:37:31,004,GLB_0217
48871389,59,63811,26,تيراميسين مرهم للعين س ج,3,14.0,72.24,3168,صيدليه اسماء الوراق,47 شارع التوبه القوميه العربيه خلف كشري اشرف,76,غاده,غاده,الجيزة,القاهرة الكبرى,الوراق,64.0,2025-09-28 01:02:54,2026-05-19 16:37:31,004,GLB_0138
48872552,59,63973,26,تيراميسين مرهم للعين س ج,2,14.0,48.16,4388,صيدليه خليل فيصل,شارع لاشين بجوار قهوه الجزيره,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,فيصل,99.0,2025-09-29 15:20:33,2026-05-19 16:37:33,001,GLB_0078
48873733,59,64129,26,تيراميسين مرهم للعين س ج,6,11.0,149.52,6718,صيدليه ايمن محمد ارض اللواء,ناصيه بيومي يمين محور 26 يونيو ارض اللواء,167,انور محمد م,انور محمد م,الجيزة,القاهرة الكبرى,أرض اللواء,5.0,2025-09-30 11:57:55,2026-05-19 16:37:34,009,GLB_0005
48874687,59,64272,26,تيراميسين مرهم للعين س ج,3,14.0,72.24,2534,صيدليه شرف الدين الجديده ناهيا,ناهيا دوار الزمر امام مسجد عبد المجيد,137,اسماء رجب,اسماء رجب,الجيزة,القاهرة الكبرى,ناهيا,119.0,2025-09-30 01:38:35,2026-05-19 16:37:36,009,GLB_0218
48891874,59,66727,26,تيراميسين مرهم للعين س ج,3,13.0,73.08,4412,صيدليه دعاء عطوش حدائق الاهرام,149و بجانب سمارت واي البوابه الثانيه خفرع,76,غاده,غاده,الجيزة,القاهرة الكبرى,حدائق الأهرام,82.0,2025-10-11 20:07:15,2026-05-19 16:38:04,002,GLB_0069
48892026,59,66751,26,تيراميسين مرهم للعين س ج,5,13.0,121.8,4392,صيدليه ترياق الهرم,شارع مدرسه الحلميه من شارع ابو الهول السياحي,76,غاده,غاده,الجيزة,القاهرة الكبرى,أبو الهول,3.0,2025-10-11 00:21:07,2026-05-19 16:38:04,002,GLB_0170
48892711,59,66832,26,تيراميسين مرهم للعين س ج,12,11.0,299.04,637,صيدليه مها مديريه امن الجيزه ش,كوبري الجلاء ميدان فيني الدقي,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,الجيزة,17.0,2025-10-12 10:40:24,2026-05-19 16:38:06,003,GLB_0001
48893433,59,66984,26,تيراميسين مرهم للعين س ج,2,13.0,48.72,6740,صيدليه محروس الجديده بولاق,امتداد شارع 6 اكتوبر اتجاه العشرين بولاق الدكرور,136,صباح وحيد,صباح احمد سيلز,الجيزة,القاهرة الكبرى,بولاق الدكرور,74.0,2025-10-12 21:29:51,2026-05-19 16:38:07,009,GLB_0219
48893473,59,66988,26,تيراميسين مرهم للعين س ج,2,13.0,48.72,6740,صيدليه محروس الجديده بولاق,امتداد شارع 6 اكتوبر اتجاه العشرين بولاق الدكرور,136,صباح وحيد,صباح احمد سيلز,الجيزة,القاهرة الكبرى,بولاق الدكرور,74.0,2025-10-12 22:24:59,2026-05-19 16:38:07,009,GLB_0219
48893527,59,66993,26,تيراميسين مرهم للعين س ج,4,12.0,98.56,4365,صيدليه السعدني فيصل,شارع مصرف جلال خلف فندق قاعود بجوار مسجد,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,فيصل,99.0,2025-10-12 22:45:00,2026-05-19 16:38:07,002,GLB_0002
48896421,59,67403,26,تيراميسين مرهم للعين س ج,2,11.0,49.84,637,صيدليه مها مديريه امن الجيزه ش,كوبري الجلاء ميدان فيني الدقي,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,الجيزة,17.0,2025-10-14 21:47:54,2026-05-19 16:38:12,003,GLB_0001
48897297,59,67510,26,تيراميسين مرهم للعين س ج,1,11.0,24.92,4811,صيدليه محمد الوراق ش التل,شارع التل,137,اسماء رجب,اسماء رجب,الجيزة,القاهرة الكبرى,الوراق,64.0,2025-10-15 10:59:46,2026-05-19 16:38:14,004,GLB_0030
48897349,59,67521,26,تيراميسين مرهم للعين س ج,1,12.0,24.64,5282,صيدليه سعيد جوده ذات الكوم,بجوار مسجد الشاهد منزل عبدالله,76,غاده,غاده,الجيزة,القاهرة الكبرى,ذات الكوم,85.0,2025-10-15 11:19:39,2026-05-19 16:38:14,005,GLB_0133
48897771,59,67583,26,تيراميسين مرهم للعين س ج,5,13.0,121.8,5699,صيدليه الشعب العشرين,3ش العشرين بجوار كشري السلطان فبصل,167,انور محمد م,انور محمد,الجيزة,القاهرة الكبرى,العشرين,38.0,2025-10-15 13:54:24,2026-05-19 16:38:14,009,GLB_0220
48897929,59,67615,26,تيراميسين مرهم للعين س ج,2,13.0,48.72,2155,صيدليه احمد عمر محمود شحاته,بشتيل لعبه شارع المزرعه بجوار مدرسه الامجاد,76,غاده,غاده,الجيزة,القاهرة الكبرى,بشتيل,69.0,2025-10-15 15:14:58,2026-05-19 16:38:14,004,GLB_0131
48897945,59,67620,26,تيراميسين مرهم للعين س ج,4,11.0,99.68,637,صيدليه مها مديريه امن الجيزه ش,كوبري الجلاء ميدان فيني الدقي,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,الجيزة,17.0,2025-10-15 15:51:48,2026-05-19 16:38:14,003,GLB_0001
48897983,59,67631,26,تيراميسين مرهم للعين س ج,8,11.0,199.36,637,صيدليه مها مديريه امن الجيزه ش,كوبري الجلاء ميدان فيني الدقي,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,الجيزة,17.0,2025-10-15 20:51:23,2026-05-19 16:38:14,003,GLB_0001
48897996,59,67635,26,تيراميسين مرهم للعين س ج,2,14.0,48.16,5262,صيدليه سيجما المنيب,123 شارع البحر الاعظم المنيب الجيزه,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,البحر الأعظم,11.0,2025-10-15 21:25:14,2026-05-19 16:38:14,070,GLB_0221
48898936,59,67774,26,تيراميسين مرهم للعين س ج,10,11.0,249.2,637,صيدليه مها مديريه امن الجيزه ش,كوبري الجلاء ميدان فيني الدقي,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,الجيزة,17.0,2025-10-16 13:40:36,2026-05-19 16:38:16,003,GLB_0001
48898995,59,67789,26,تيراميسين مرهم للعين س ج,2,13.0,48.72,5849,صيدليه دينا الكبري فيصل,شارع المساكن العشرين فيصل,6,نهى الدالى,انور محمد م,الجيزة,القاهرة الكبرى,العشرين,38.0,2025-10-16 14:21:37,2026-05-19 16:38:16,001,GLB_0037
48899053,59,67799,26,تيراميسين مرهم للعين س ج,2,14.0,48.16,7671,صيدليه شريف ممدوح فيصل,3عوض جاه الرسول,137,اسماء رجب,اسماء رجب,الجيزة,القاهرة الكبرى,فيصل,99.0,2025-10-16 14:40:13,2026-05-19 16:38:16,002,GLB_0222
48902447,59,68230,26,تيراميسين مرهم للعين س ج,1,13.0,24.36,3149,صيدليه محمد الشازلي فيصل,13 شارع مدرسه نصار اخر فيصل امام الموقف الجديد ع الناصيه قهوه المندره,170,فريده,فريده,الجيزة,القاهرة الكبرى,فيصل,99.0,2025-10-18 13:40:05,2026-05-19 16:38:31,002,GLB_0076
48902472,59,68239,26,تيراميسين مرهم للعين س ج,2,13.0,48.72,6775,صيدليه مرزوق ش ابو الهول,شارع ابو الهول ناصيه ابو الهول السياحي مع شارع الاميره فاديهبجوار كباجي ابو عماد,167,انور محمد م,انور محمد,الجيزة,القاهرة الكبرى,أبو الهول,3.0,2025-10-18 13:48:40,2026-05-19 16:38:31,002,GLB_0062
48902793,59,68307,26,تيراميسين مرهم للعين س ج,5,12.0,123.2,4365,صيدليه السعدني فيصل,شارع مصرف جلال خلف فندق قاعود بجوار مسجد,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,فيصل,99.0,2025-10-18 22:07:41,2026-05-19 16:38:31,002,GLB_0002
48902903,59,68320,26,تيراميسين مرهم للعين س ج,3,14.0,72.24,1686,صيدليه اشرف الدقي,22ش يثرب متفرع من شارع نادي الصيد تقاطع شارع ابوبكر الصديق الدقي,76,غاده,غاده,الجيزة,القاهرة الكبرى,الدقي,23.0,2025-10-18 23:19:40,2026-05-19 16:38:31,003,GLB_0223
48903233,59,68349,26,تيراميسين مرهم للعين س ج,4,13.0,97.44,4802,صيدليه الحريه ارض اللواء,اول شارع سيد عبد الرحيم امام مسجد حجاج شارع المعتمديه,157,CLUSTER,نهى الدالى,الجيزة,القاهرة الكبرى,أرض اللواء,5.0,2025-10-18 02:06:42,2026-05-19 16:38:33,009,GLB_0224
48904387,59,68515,26,تيراميسين مرهم للعين س ج,4,13.0,97.44,2155,صيدليه احمد عمر محمود شحاته,بشتيل لعبه شارع المزرعه بجوار مدرسه الامجاد,76,غاده,غاده,الجيزة,القاهرة الكبرى,بشتيل,69.0,2025-10-19 15:49:18,2026-05-19 16:38:34,004,GLB_0131
48905422,59,68664,26,تيراميسين مرهم للعين س ج,1,11.0,24.92,5580,صيدليه حازم المقطم,عمارات الصفا الحي الثالث امام مسجدالحافظ شارع مجمع الاديان الهضبه الوسطه 2 3,167,انور محمد م,انور محمد م,القاهرة,القاهرة الكبرى,المقطم,53.0,2025-10-20 12:39:50,2026-05-19 16:38:36,006,GLB_0065
48915583,59,70013,26,تيراميسين مرهم للعين س ج,3,13.0,73.08,6155,صيدليه رؤوف حدايق االاهرام,284ز شارع الثروه المعدنيه البوابه الاولي,137,اسماء رجب,اسماء رجب,,,,,2025-10-25 23:46:44,2026-05-19 16:39:10,002,GLB_0205
48915693,59,70020,26,تيراميسين مرهم للعين س ج,5,13.0,121.8,5849,صيدليه دينا الكبري فيصل,شارع المساكن العشرين فيصل,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,العشرين,38.0,2025-10-25 00:25:13,2026-05-19 16:39:10,001,GLB_0037
48915823,59,70037,26,تيراميسين مرهم للعين س ج,12,13.0,292.32,3995,صيدليه السلسبيل امبابه,شارع الامام الغزالي من شارع الاقصر,137,اسماء رجب,اسماء رجب,الجيزة,القاهرة الكبرى,إمبابة,9.0,2025-10-26 07:51:34,2026-05-19 16:39:10,004,GLB_0217
48915902,59,70050,26,تيراميسين مرهم للعين س ج,2,11.0,49.84,5288,صيدليه الشربيني المنصوريه,الجمعيه الزراعيه المنصوريه,76,غاده,غاده,الجيزة,القاهرة الكبرى,المنصورية,58.0,2025-10-26 09:47:12,2026-05-19 16:39:10,005,GLB_0190
48915942,59,70055,26,تيراميسين مرهم للعين س ج,5,14.0,120.4,7647,صيدليه الفتح حدائق اكتوبر,مول الفتح بجوار مشروع 266 حدائق اكتوبر,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,حدائق أكتوبر,79.0,2025-10-26 10:00:17,2026-05-19 16:39:10,002,GLB_0032
48916014,59,70071,26,تيراميسين مرهم للعين س ج,5,11.0,124.6,5698,صيدليه مريم فيصل,شارع فيصل,167,انور محمد م,انور محمد م,الجيزة,القاهرة الكبرى,فيصل,99.0,2025-10-26 10:45:40,2026-05-19 16:39:10,001,GLB_0090
48916228,59,70091,26,تيراميسين مرهم للعين س ج,2,11.0,49.84,5579,صيدليه ايمان عبدالله دار السلام,شارع محمد عوض من نور عطاالله دار السلام 32,167,انور محمد م,انور محمد م,القاهرة,القاهرة الكبرى,دار السلام,84.0,2025-10-26 11:40:01,2026-05-19 16:39:12,006,GLB_0019
48917418,59,70250,26,تيراميسين مرهم للعين س ج,10,13.0,243.6,5150,صيدليه اسلام ابو,كرداسه شارع البنك بجوار مسجد الشاعر,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,كرداسة,101.0,2025-10-27 06:33:32,2026-05-19 16:39:14,009,GLB_0075
48917860,59,70310,26,تيراميسين مرهم للعين س ج,1,11.0,24.92,5698,صيدليه مريم فيصل,شارع فيصل,167,انور محمد م,انور محمد م,الجيزة,القاهرة الكبرى,فيصل,99.0,2025-10-27 10:56:24,2026-05-19 16:39:14,001,GLB_0090
48929135,59,71530,26,تيراميسين مرهم للعين س ج,1,14.0,24.08,4388,صيدليه خليل فيصل,شارع لاشين بجوار قهوه الجزيره,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,فيصل,99.0,2025-11-01 16:48:19,2026-05-19 16:39:43,001,GLB_0078
48929342,59,71558,26,تيراميسين مرهم للعين س ج,10,14.0,240.8,7637,صيدليه الدكتور احمد جابر الهرم,9ش زغلول سوق البطران الهرم,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,الهرم,63.0,2025-11-01 23:39:51,2026-05-19 16:39:44,002,GLB_0225
48929544,59,71583,26,تيراميسين مرهم للعين س ج,9,14.0,216.72,7647,صيدليه الفتح حدائق اكتوبر,مول الفتح بجوار مشروع 266 حدائق اكتوبر,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,حدائق أكتوبر,79.0,2025-11-01 02:09:40,2026-05-19 16:39:44,002,GLB_0032
48931005,59,71785,26,تيراميسين مرهم للعين س ج,5,14.0,120.4,4388,صيدليه خليل فيصل,شارع لاشين بجوار قهوه الجزيره,6,نهى الدالى,نهى الدالى,الجيزة,القاهرة الكبرى,فيصل,99.0,2025-11-02 17:08:29,2026-05-19 16:39:54,001,GLB_0078
